screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score,Followwonk,,
hackaday,3714,43145,83,133422,3686,3385,11.6169,1.9262,0.039,539,24.898,0.1866,3074,12.468,0.0934,111.893,18.9858,1.1816,0.37,0.13,0.81,0.924,11.5204,74,,
larrymacdougall,2753,1272,31,6168,291,128,0.462,1.8888,0.0051,1674,35.131,5.6957,23683,65.498,10.619,56.472,38.7559,1.3571,0.04,0.11,0.09,0.175,11.4621,65,,
kashthefuturist,244,4879,160,4611,4957,75,19.9959,7.6721,2.3689,130,6.909,1.4984,99,11.576,2.5105,130.237,7.7965,6.9562,0.84,0.04,0.4,0.986,11.4139,58,,
AxidentalDM,304,1459,92,245,350,4,4.7993,3.2763,0.1349,65,1.557,6.3551,36058,85.747,349.9878,100.389,14.5631,2.0276,0.18,0.09,0.38,0.131,11.2329,25,,
HungryHalfling,573,1779,88,387,358,15,3.1047,4.459,0.2618,21,1.532,3.9587,11470,15.257,39.4238,124.467,14.5689,2.1022,0.51,0.09,0.76,0.733,11.1834,34,,
englishkidunya,1885,14126,65,16753,9633,17,7.4939,13.939,0.0971,67,1.895,0.1131,1471,11.65,0.6954,111.615,21.0057,3.5806,0.03,0.11,0.82,0.941,10.9627,66,,
C20thPosters,1004,1978,111,2039,859,42,1.9701,1.3606,0.4054,289,5.077,2.4899,1876,14.731,7.2246,120.031,25.473,1.615,0.23,0.21,0.44,0.739,10.8862,47,,
RubySojourner,514,18799,150,3102,2521,31,36.5739,109.5778,0.8658,320,3.488,1.1244,2953,16.439,5.2995,83.72,22.5929,1.0622,0.39,0.2,0.08,0.657,10.8004,64,,
FanthaTracks,420,6298,152,2943,3761,37,14.9952,20.7738,0.1714,294,4.545,1.5443,6321,17.856,6.0673,115.702,3.9915,1.7158,0.64,0.22,0.76,0.6,10.7136,53,,
Gamer_Goggles,2467,2819,156,523,539,35,1.1427,0.1042,0.0389,13,0.394,0.7533,60893,62.604,119.7017,87.573,23.2029,1.3951,0.24,0.03,0.63,0.169,10.5801,36,,
Szkolar_Lohud,1411,17472,160,2934,1322,24,12.3827,0.3948,0.2537,161,2.991,1.0194,5801,12.359,4.2123,128.309,16.3994,1.0267,0.07,0.06,0.65,0.852,10.5299,55,,
KickOffMagazine,3342,90330,112,434954,834,839,27.0287,0.2211,0.0051,1977,49.48,0.1138,729,10.676,0.0245,123.312,7.6305,2.68,0.3,0.16,0.72,0.972,10.3771,82,,
EuroGamerGirl,2037,23696,155,4142,2826,192,11.6328,17.2499,0.0393,47,2.255,0.5444,68835,89.319,21.5642,107.538,49.0366,1.5789,0.06,0.03,0.47,0.116,10.361,58,,
RobotechNews,3365,7746,75,10407,151,201,2.3019,0.6532,0.074,281,24.021,2.3082,1195,10.716,1.0297,125.822,9.061,2.9672,0.88,0.36,0.68,0.962,10.3088,62,,
ronnie136,3846,2618,0,163,445,14,0.6807,0.0772,0.0039,4,0.191,1.1718,112183,310.482,1904.7975,85.17,6.5479,1.2453,0.05,0.02,0.95,0.033,10.2459,31,,
FailroadExpress,1990,1059,157,230,384,27,0.5322,0.1221,0.0668,32,0.542,2.3565,21866,35.695,155.1957,110.413,16.3213,2.8767,0.74,0.12,0.59,0.284,10.1374,33,,
designmilk,3638,75908,101,2325815,1348,17907,20.8653,0.7941,0.0088,268,41.939,0.018,89,10.727,0.0046,116.446,15.8102,1.0191,0.42,0.73,0.97,0.931,9.9868,77,,
jlobkowicz,1804,3130,92,635,686,20,1.735,2.9008,0.0028,58,2.336,3.6787,117701,141.95,223.5433,95.695,25.6819,1.6575,0.15,0.13,0.39,0.07,9.9365,43,,
RPGadvocate,3470,1709,63,3239,910,162,0.4925,0.047,0.0046,815,4.261,1.3155,7336,16.759,5.1741,93.239,14.775,1.7664,0.73,0.1,0.76,0.573,9.6029,43,,
zr6lu,269,1225,24,77,201,0,4.5539,5.4349,3.632,4,0.02,0.2597,1673,9.701,125.987,112.654,13.5312,2.1092,0.28,0.23,0.45,0.985,9.5555,19,,
carlatreloar,3042,3639,82,812,105,19,1.1963,0.1095,0.2147,47,1.717,2.1145,2549,10.906,13.431,127.557,20.8901,1.329,0.31,0.11,0.29,0.868,9.4664,40,,
AdhilPatel,615,1353,104,983,1351,15,2.2,2.8049,0.1675,46,0.914,0.9298,14573,55.33,56.2869,99.51,32.0907,1.7207,0.22,0.07,0.53,0.171,9.4614,39,,
LyonelBernard,3343,5099,62,1220,1302,23,1.5253,0.3425,0.0703,16,0.447,0.3664,11091,25.803,21.15,95.282,2.3716,1.7563,0.2,0.07,0.43,0.365,9.4181,45,,
jacobleewick,3164,1473,44,3827,236,27,0.4655,0.4665,0.0566,273,6.517,1.7029,19503,23.251,6.0755,66.779,21.3096,1.2708,0.05,0.14,0.41,0.402,9.3469,52,,
chadhayesmd,1365,7945,153,4734,675,121,5.8205,6.1758,0.0425,984,11.657,2.4624,35326,37.789,7.9825,102.025,10.1084,1.1538,0.01,0.06,0.4,0.246,9.2961,62,,
chaeycolate,1181,33569,62,7117,6469,17,28.4242,0.9314,0.1211,38,1.233,0.1732,1740,21.304,2.9934,85.459,9.8684,4.3195,0.53,0.52,0.32,0.432,9.2033,56,,
KickstarterArts,794,1352,105,3147,392,64,1.7028,2.6373,0.6499,360,4.466,1.4191,391,10.856,3.4496,130.646,19.3043,1.1117,0.19,0.27,0.72,0.844,9.1625,49,,
EvilHatOfficial,2307,11979,52,9602,78,313,5.1925,1.3385,0.143,97,6.963,0.7252,2522,11.893,1.2386,117.305,16.4052,1.2211,0.1,0.06,0.65,0.77,9.1576,64,,
argodesigned,1615,1515,141,1630,473,117,0.9381,0.5399,0.192,24,1.173,0.7196,6553,14.021,8.6018,130.643,27.5526,1.8709,0.61,0.05,0.7,0.634,8.8893,45,,
D_B_Green,1193,1246,117,473,513,26,1.0444,0.3244,0.0226,24,1.069,2.26,18011,34.838,73.6533,128.972,39.1515,2.8165,0.42,0.07,0.75,0.25,8.7095,42,,
forestwitch,3332,7519,160,7300,184,158,2.2566,1.0204,0.0447,155,17.669,2.4204,5636,13.287,1.8201,121.131,16.1268,1.3137,0.05,0.18,0.51,0.644,8.5568,50,,
riskstaff,3404,3862,160,7983,513,306,1.1345,0.0696,0.121,59,3.573,0.4476,67,9.177,1.1496,134.814,-3.6974,1.9289,0.77,0.02,0.55,0.907,8.3235,56,,
InvisionGameCom,2464,38873,117,5800,777,313,15.7764,1.0804,0.0248,15,1.034,0.1783,5927,14.158,2.441,116.633,5.5225,3.3679,0.88,0.01,0.93,0.586,8.2966,60,,
WilliamJKenney,3306,163965,159,18435,20032,950,49.5962,0.3348,0.0091,7,0.528,0.0286,18377,20.085,1.0895,134.332,15.4429,4.0173,0.92,0.02,0.99,0.401,8.0541,65,,
cyanworlds,3343,3556,76,10112,217,274,1.0637,0.3575,0.093,962,10.263,1.0149,7034,15.514,1.5342,81.289,32.4704,1.5469,0.32,0.11,0.27,0.514,7.9742,61,,
DangerPat,3208,2025,79,351,506,11,0.6312,0.1241,0.0212,988,2.315,6.5954,26816,61.424,174.9972,86.434,21.7629,1.6372,0.11,0.15,0.1,0.129,7.9237,29,,
justplainloco,629,1239,94,233,204,0,1.9698,11.38,0.027,163,1.837,7.8841,26122,58.247,249.9871,91.767,11.6437,1,0,0.01,0.34,0.133,7.7469,40,,
maydaygames,3329,5151,89,11212,2743,325,1.5473,2.5347,0.1553,42,2.168,0.1934,9617,11.203,0.9992,110.21,29.862,1.6635,0.32,0.31,0.38,0.689,7.7189,43,,
KerrieDougherty,2327,25147,55,773,266,154,10.8066,0.0052,0.0756,6,0.166,0.2147,5670,32.909,42.5731,102.29,7.9926,1.4259,0.05,0.03,0.89,0.234,7.7007,48,,
TrollLordSteve,1346,1646,29,761,75,39,1.2229,0.1999,0.0847,28,1.531,2.0118,9517,20.641,27.1235,103.121,14.1702,1.9674,0.21,0.2,0.62,0.368,7.5959,41,,
Kidmechano,3063,1443,138,626,796,52,0.4711,0.3467,0.1721,10,0.323,0.516,1525,11.985,19.1454,114.404,24.8515,1.9029,0.28,0.11,0.51,0.632,7.5745,38,,
mappingmegan,1913,126825,159,118785,21830,2605,66.2964,35.3701,0.0554,92,3.238,0.0273,6039,9.649,0.0812,110.812,34.0368,1.6614,0.19,0.45,0.81,0.776,7.4876,73,,
FrontwingInt,1104,2244,158,5841,34,69,2.0326,1.0824,0.1784,376,16.548,2.8331,491,10.539,1.8043,116.226,23.8991,1.3824,0.17,0.16,0.52,0.704,7.4195,59,,
0pensource,3358,4974,121,6648,2683,402,1.4812,0.0783,0.0342,23,0.682,0.1026,8014,15.112,2.2732,109.374,18.456,1.7208,0.66,0.04,0.94,0.49,7.4049,51,,
krcircuit,3008,20418,156,16763,1300,170,6.7879,0.9448,0.1576,117,5.724,0.3415,505,8.739,0.5213,125.068,27.3104,1.485,0.3,0.19,0.47,0.842,7.3582,59,,
GeekOutSW,1743,5591,158,1734,1760,74,3.2077,1.3351,0.117,27,0.621,0.3581,7565,19.682,11.3506,113.899,23.6487,1.9757,0.49,0.52,0.76,0.369,7.2627,52,,
FastCoDesign,2930,78105,84,558656,523,13226,26.657,3.1563,0.056,715,16.172,0.0289,283,7.763,0.0139,112.205,8.4612,1.2857,0.06,0.6,0.94,0.931,7.2274,78,,
postcrossing,3966,5425,78,24143,4307,357,1.3679,1.0993,0.0411,190,6.025,0.2496,16175,19.259,0.7977,99.878,47.6782,1.5667,0.09,0.06,0.28,0.375,7.2221,57,,
hackadayio,1440,10980,120,18084,1752,509,7.625,5.3021,0.2007,87,5.084,0.2811,660,9.066,0.5013,125.609,21.9979,1.3402,0.39,0.15,0.74,0.796,7.2165,61,,
RedPlatePress,1291,1175,28,626,716,15,0.9101,1.0186,0.2432,26,2.464,3.9361,1760,9.511,15.1933,119.038,25.8813,1.4091,0.29,0.36,0.39,0.757,7.1998,36,,
SothebysFr,2924,7737,33,10926,670,306,2.646,0.3912,0.1799,40,2.313,0.2117,551,8.074,0.739,132.288,9.7717,1.5712,0.64,0.12,0.54,0.877,7.0809,58,,
RCA,3334,12187,115,40925,1927,947,3.6554,0.7223,0.138,192,4.706,0.115,1796,7.388,0.1805,136.796,32.1516,1.4486,0.43,0.04,0.62,0.941,6.9521,83,,
WhimSicALLusH,2554,8682,142,1992,1301,62,3.3994,6.9863,0.0834,206,4.166,2.0914,8582,15.22,7.6406,109.889,43.3042,1.811,0.33,0.04,0.49,0.456,6.9403,53,,
VeteranWargamer,645,1754,98,378,105,20,2.7194,6.3349,0.0744,117,3.189,8.4365,12368,31.455,83.2143,94.097,15.0326,1.2553,0.09,0.15,0.33,0.22,6.9201,51,,
game_metrics,923,2328,40,2772,2095,23,2.5222,3.4464,0.1181,26,2.959,1.0675,380,8.274,2.9848,134.31,6.0789,5.0682,0.94,0.07,0.9,0.827,6.8426,60,,
XGuoforWaterloo,270,5970,56,77,251,5,22.1111,3.1815,1.5037,9,0.071,0.9221,1539,16.11,209.2208,104.857,8.8892,1.7259,0.14,0.08,0.65,0.423,6.8145,29,,
dezeen,3387,90078,62,949745,15217,10291,26.5952,0.1588,0,381,25.794,0.0272,186,7.447,0.0078,98.722,9.1101,1,0.03,0.21,1,0.914,6.8066,78,,
BescentOfficial,1166,1386,138,2527,402,190,1.1887,1.2136,0.6261,28,0.516,0.2042,2343,7.987,3.1607,129.291,10.9396,1.9113,0.5,0.09,0.32,0.843,6.733,48,,
SuperegoWorld,2919,55793,101,76490,28792,480,19.1137,53.864,0.1302,59,4.72,0.0617,308,6.874,0.0899,109.238,15.5015,1.0897,0.68,0.63,0.8,0.965,6.6334,66,,
SHMeeplesCo,226,7150,139,1469,1508,27,31.6372,77.4425,0.3982,121,3.36,2.2873,48291,49.756,33.8707,82.571,36.0002,1.4865,0.04,0.12,0.21,0.133,6.6175,59,,
_LaFabrique,2057,1460,160,2229,1771,149,0.7098,0.2684,0.1099,11,1.2,0.5384,2190,8.759,3.9296,122.313,6.1983,2.3721,0.43,0.21,0.65,0.754,6.6043,54,,
QUTfoundry,672,4321,154,1938,2180,114,6.4301,8.1012,0.9702,25,1.418,0.7317,1038,7.51,3.8751,137.482,36.7015,2.5259,0.68,0.04,0.4,0.876,6.5788,59,,
IDWGames,1730,3086,14,5724,143,165,1.7838,0.7272,0.3867,483,5.603,0.9789,720,7.368,1.2872,130.989,20.6906,1.7447,0.38,0.2,0.48,0.89,6.5575,62,,
OkleMiller,3373,1961,156,1166,1029,53,0.5814,0.271,0.048,12,0.716,0.6141,20285,25.651,21.9991,96.203,35.5012,1.4839,0.47,0.14,0.27,0.255,6.541,38,,
cw1985,3407,144848,141,14212,7340,712,42.5148,0.0026,0.0455,8,0.426,0.03,1022,14.094,0.9917,124.519,19.4599,2.3849,0.52,0.15,0.88,0.458,6.4551,59,,
EnigmaticEvents,1100,1297,92,215,250,32,1.1791,0.3664,0.0564,15,0.402,1.8698,26436,27.377,127.3349,123.817,15.0312,1.8325,0.38,0.2,0.72,0.231,6.3241,28,,
gaslands_game,1015,2334,102,1469,624,19,2.2995,2.6384,0.6384,211,2.161,1.4711,4597,7.831,5.3308,105.499,15.6457,1.5119,0.25,0.26,0.19,0.799,6.257,38,,
stagescycling,2167,4132,146,7550,517,138,1.9068,1.4924,0.09,25,2.537,0.336,873,12.063,1.5977,104.047,22.3545,1.4176,0.34,0.24,0.75,0.517,6.2366,50,,
malaneuh,1707,71374,0,596,980,270,41.8125,49.9994,0.0697,6,0.136,0.2282,15285,24.041,40.3372,85.094,13.8718,2.8507,0.07,0.01,0.95,0.257,6.1785,66,,
DangerFeedsRage,585,1723,113,1289,479,11,2.9453,0.012,0.6667,33,0.997,0.7735,7024,12.049,9.3476,114.897,9.3045,1.427,0.27,0.16,0.4,0.512,6.1691,30,,
PublicLab,2608,4970,145,6545,1109,413,1.9057,0.5709,0.0893,81,1.411,0.2156,10585,13.059,1.9953,118.376,18.3285,1.9875,0.24,0.17,0.81,0.467,6.0986,52,,
athomas_tr,745,1329,158,862,767,39,1.7839,2.0349,0.4188,22,0.913,1.0592,1584,11.686,13.5568,124.63,45.9653,1.6108,0.65,0.13,0.73,0.515,6.0183,47,,
miyagi_ryota,2827,3149,75,2098,5001,0,1.1139,0.1291,0.0272,2,0.064,0.0305,4890,64.689,30.8337,101.298,23.9514,5.5561,0.2,0.02,0.83,0.093,6.0161,33,,
MicrochipMakes,2985,25567,160,58927,16954,1407,8.5652,7.9427,0.064,137,12.333,0.2093,182,6.476,0.1099,118.841,10.887,1.6379,0.06,0.72,0.86,0.924,5.9838,68,,
kulaComfort,1510,6276,46,839,885,29,4.1563,2.4159,0.1834,16,0.616,0.7342,3590,16.699,19.9035,98.561,35.3737,1.3511,0.83,0.11,0.27,0.355,5.9281,43,,
Formula5Music,2354,2494,51,1060,1120,11,1.0595,0.4732,0.1423,16,1.11,1.0472,7708,9.094,8.5792,110.608,17.0051,1.6778,0.24,0.13,0.66,0.649,5.902,59,,
CosplayDeviants,3405,19537,98,35724,148,372,5.7377,1.1915,0.0966,484,59.421,1.6633,127,7.061,0.1977,120.778,29.8175,1.8258,0.13,0.1,0.59,0.831,5.8677,68,,
princesssudi,3050,33253,141,4281,4981,128,10.9026,0.1856,0.018,5,0.072,0.0168,20591,64.455,15.0561,80.276,19.6154,2.6239,0.23,0.01,0.96,0.091,5.8654,45,,
saladinazad,2600,1291,158,34678,27984,145,0.4965,1.1519,0.0762,150,2.851,0.0822,877,9.552,0.2754,101.191,2.0535,2.9868,0.23,0.37,0.85,0.61,5.8267,46,,
Buddhism_Now,3375,45887,83,172103,14,2701,13.5961,0.0163,0.0113,176,18.795,0.1092,383,6.553,0.0381,116.693,12.1428,1.2051,0.04,0.13,0.73,0.889,5.8256,73,,
photorumors,3350,10293,35,22691,43,846,3.0725,0.2585,0.0737,200,5.978,0.2635,207,6.828,0.3009,112.498,3.3425,1.5131,0.61,0.71,0.93,0.847,5.7833,62,,
DB_Stokes,3259,63787,103,4448,3945,145,19.5726,1.9558,0.1893,23,0.491,0.1104,3178,7.064,1.5881,135.696,25.9736,2.2677,0.79,0.25,0.62,0.81,5.7218,56,,
Noomoid,3217,20275,142,1370,2825,22,6.3025,3.9475,0.0087,51,2.553,1.8635,51337,145.488,106.1956,71.227,32.4056,1.0241,0.08,0.31,0.16,0.039,5.674,46,,
residentadvisor,3593,61085,21,310154,2201,4385,17.0011,0.8141,0.0045,1434,18.903,0.0609,627,6.096,0.0197,96.504,9.5597,1.0343,0.17,0.22,0.95,0.93,5.6693,75,,
DiscordiaCS,1889,2024,131,808,1461,24,1.0715,0.225,0.0424,12,0.392,0.4851,23025,28.299,35.0235,103.95,6.7787,2.856,0.49,0.1,0.96,0.199,5.6315,32,,
lanzastudy,510,1170,48,152,446,1,2.2941,2.9314,1.7804,7,0.105,0.6908,391,6.106,40.1711,122.364,17.6729,1.8536,0.36,0.2,0.35,0.922,5.6297,37,,
LetimanGames,1646,8545,120,3393,1136,106,5.1914,10.8876,0.0231,45,2.957,0.8715,29761,42.572,12.547,83.33,28.8683,1.5455,0.01,0.26,0.21,0.13,5.5344,60,,
centrodarte,3168,1235,145,457,220,14,0.3898,0.142,0.0606,58,1.013,2.2166,6917,10.993,24.0547,115.244,4.8311,1.8185,0.62,0.29,0.7,0.503,5.5295,26,,
LnLPub,1543,2032,59,766,590,37,1.3169,0.4005,0.1912,20,1.365,1.782,3199,9.957,12.9987,104.329,5.9099,1.8652,0.09,0.23,0.63,0.552,5.4963,38,,
Modiphius,2296,8068,160,7653,2002,192,3.5139,2.7883,0.2957,374,5.169,0.6754,177,6.083,0.7949,129.854,23.823,1.5546,0.36,0.09,0.42,0.895,5.4443,64,,
SkyCricket,2614,69201,48,500833,466,1725,26.4732,0.1217,0.0061,2447,46.056,0.092,788,6.311,0.0126,137.456,15.1463,1.0785,0.19,0.03,0.97,0.86,5.4275,79,,
HFGEnthusiast,1039,3740,0,3426,3346,96,3.5996,0.0019,0.4706,19,0.732,0.2137,16,5.252,1.533,132.006,16.7035,2.1325,1,0.44,0.86,0.994,5.2205,32,,
jwisser,4181,189142,55,1196,136,90,45.2385,31.441,0.0067,14,1.245,1.041,25568,84.018,70.2492,83.978,11.7765,1.1429,0.01,0.09,0.33,0.062,5.2091,67,,
ScotlandsPeople,3225,4577,133,7296,2775,225,1.4192,0.169,0.0474,161,3.528,0.4836,2578,7.219,0.9894,131.539,11.0895,2.1015,0.54,0.05,0.64,0.721,5.2049,55,,
SuchFunDB,2285,4458,21,844,2748,44,1.951,1.3829,0.1374,11,1.19,1.41,1821,10.942,12.9645,119.861,11.2585,1.6431,0.34,0.11,0.54,0.474,5.1865,45,,
Modernvinyl,2549,43728,40,28404,1561,451,17.155,1.7901,0.1197,146,3.695,0.1301,1204,7.646,0.2692,105.388,10.3579,1.2982,0.06,0.33,0.69,0.666,5.0922,62,,
CushWakeBAYarea,2169,6448,151,2216,1984,178,2.9728,0.5417,0.243,11,0.721,0.3254,472,6.437,2.9048,130.516,14.0288,1.6232,0.48,0.3,0.74,0.753,4.8471,48,,
musosguide,3434,22680,104,3579,2665,118,6.6045,0.1401,0.0612,8,0.407,0.1137,7542,14.677,4.1009,111.285,10.9084,1.381,0.21,0.05,0.78,0.326,4.7847,50,,
sfnexmap,2529,1216,133,595,398,27,0.4808,0.743,0.0795,35,2.139,3.595,4889,8.631,14.5059,126.87,42.8536,1.4291,0.27,0.06,0.72,0.551,4.7557,40,,
CigarBoxBattle,1814,4087,123,868,444,29,2.253,2.4327,0.2525,81,3.669,4.227,1191,6.089,7.015,97.322,9.7557,1.7665,0.23,0.53,0.3,0.77,4.6885,44,,
MfgStories,2227,100945,159,21574,18432,5112,45.3278,3.2824,0.2371,15,0.691,0.032,604,6.316,0.2928,133.406,23.5224,3.3477,0.7,0.06,0.59,0.741,4.6802,66,,
Dan_NinjaStar,1405,1819,140,1195,1210,48,1.2947,1.0477,0.1075,18,1.462,1.2234,11403,13.138,10.9941,92.534,22.481,1.3506,0.15,0.27,0.32,0.354,4.6509,49,,
KroneckerWallis,796,2509,156,954,1286,34,3.152,0.902,0.1219,1700,3.567,3.739,9319,12.336,12.9308,130.555,20.6986,1.8755,0.25,0.09,0.85,0.373,4.6013,46,,
LlewellynBooks,3435,12459,116,38240,18942,966,3.6271,0.7467,0.0329,67,10.578,0.2766,81,5.253,0.1374,125.734,29.3668,1.5702,0.23,0.01,0.89,0.875,4.5964,59,,
MakerFaireRoc,1459,3672,128,1662,2470,95,2.5168,1.6573,0.2042,72,2.045,1.2304,3459,7.307,4.3965,119.43,29.0532,1.5057,0.35,0.14,0.46,0.625,4.5669,49,,
littsburgh,1082,3939,160,3684,1797,93,3.6405,5.634,0.7588,47,1.197,0.3249,429,4.636,1.2584,126.905,27.2851,1.4972,0.35,0.11,0.38,0.947,4.3903,47,,
JPatanio,1361,5427,155,1754,1038,123,3.9875,4.3042,0.2087,45,4.513,2.573,3235,8.848,5.0445,118.444,31.7815,1.7442,0.43,0.1,0.46,0.494,4.3709,55,,
ellenLupton,3364,2692,25,53265,231,1546,0.8002,0.0499,0.0163,153,11.689,0.2194,2979,6.156,0.1156,117.32,20.9422,1.1102,0.13,0.44,0.92,0.706,4.3461,51,,
sethw,4362,56621,158,2660,217,99,12.9805,8.5087,0.003,60,2.2,0.8271,32649,38.046,14.303,88.832,22.1683,1.1429,0.01,0.05,0.37,0.114,4.3372,59,,
IndieDiscoverer,452,1663,123,1205,890,14,3.6792,5.6947,0.3208,13,1.395,1.1577,210,5.194,4.3104,121.4,18.7845,4.7812,0.95,0.08,0.82,0.823,4.2747,49,,
oli_woodman,3440,1523,0,329,252,8,0.4427,0.1096,0.0515,55,1.119,3.4012,4457,14.685,44.6353,75.879,12.493,1.3627,0.1,0.19,0.25,0.286,4.1999,35,,
IFMU_Gaming,288,166017,142,3309,307,40,576.4479,3.2569,3.4653,2,0.003,0.0009,161,4.19,1.2662,135.838,16.1629,3.1581,0.64,0.04,0.4,0.999,4.1858,56,,
PhilpottDon,1296,25409,154,31868,32037,1419,19.6057,4.0309,0.1937,7,0.495,0.0155,3888,7.579,0.2378,109.307,18.1153,1.6858,0.65,0.11,0.84,0.552,4.1836,56,,
JeffMiracola,2297,1608,45,1567,552,59,0.7,0.6134,0.0792,140,3.651,2.3299,4665,10.178,6.4952,114.154,25.6538,3.1131,0.39,0.09,0.68,0.411,4.1832,45,,
GeorgeKrstic,2842,8576,124,3381,1377,81,3.0176,1.7685,0.0626,562,11.086,3.2789,2736,8.535,2.5244,98.614,9.1114,1.2802,0.23,0.35,0.3,0.485,4.1395,54,,
uptomenow,3463,3171,137,535,475,17,0.9157,0.1262,0.0748,17,0.509,0.9514,2234,7.934,14.8299,120.977,6.7497,2.1739,0.67,0.15,0.61,0.52,4.1257,39,,
ludinarius,508,13289,109,944,2089,26,26.1594,16.8465,0.6555,6,0.299,0.3167,1633,9.265,9.8146,124.454,20.6173,1.3653,0.59,0.03,0.8,0.44,4.0766,57,,
Booktrust,3442,40784,60,66205,3267,1261,11.8489,8.1685,0.0625,364,8.063,0.1218,290,6.03,0.0911,115.79,47.4408,1.184,0.33,0.01,0.62,0.673,4.0582,78,,
GeekMomBlog,2929,42441,24,15705,483,600,14.4899,0.4414,0.0096,11,0.527,0.0336,23563,29.452,1.8753,86.655,4.8969,1.5714,0.04,0.01,0.98,0.136,4.0055,56,,
jambapg,299,2508,124,640,311,8,8.388,1.0602,1.1973,69,1.532,2.3937,6498,9.193,14.3641,108.507,22.0053,1.5619,0.1,0.16,0.35,0.435,3.999,30,,
blahblahgames,944,1128,132,2421,5001,47,1.1949,2.5011,0.3856,12,0.742,0.3065,1707,8.839,3.651,117.207,25.4063,1.9855,0.34,0.12,0.54,0.452,3.9952,45,,
ChambonSophie,2448,1121,153,372,114,77,0.4579,0.3207,0.0923,25,1.494,4.0161,484,6.14,16.5054,128.416,14.0409,2.0128,0.7,0.09,0.64,0.645,3.9603,52,,
GreenwichHour,1628,123962,160,7343,5142,537,76.1437,27.4889,0.4939,15,0.468,0.0637,315,4.397,0.5988,130.388,33.6015,1.7047,0.39,0.08,0.23,0.895,3.9353,68,,
SJGames,3542,29426,55,40217,358,1527,8.3077,6.5887,0.1073,162,5.835,0.1451,2307,5.652,0.1405,116.565,22.5654,1.417,0.47,0.23,0.42,0.694,3.9225,70,,
wordhabit,3299,2201,23,251,168,4,0.6672,0.3607,0.0446,12,0.421,1.6773,14639,20.119,80.1554,86.448,19.046,1.6146,0.31,0.08,0.46,0.194,3.9031,23,,
LitTranslate,2953,7726,141,4358,192,178,2.6163,0.6834,0.0647,137,5.828,1.3373,191,5.117,1.1742,122.776,34.4317,1.1802,0.51,0.09,0.66,0.751,3.8429,59,,
Mary_Bellamy,2865,1080,157,354,593,18,0.377,0.0541,0.103,37,0.299,0.8446,3753,7.769,21.9463,108.865,24.1293,2.081,0.21,0.15,0.39,0.494,3.8379,30,,
CherylDowning,3423,3514,99,300,360,79,1.0266,0.572,0.1423,6,0.303,1.01,565,6.409,21.3633,126.519,21.5224,2.6609,0.7,0.09,0.83,0.596,3.8198,40,,
thievesguildbiz,2887,14529,79,1785,1040,130,5.0326,8.8923,0.0145,15,1.623,0.9092,26499,33.535,18.7871,98.093,19.5014,1.763,0.21,0.01,0.6,0.112,3.7559,59,,
kjrevia,3362,89559,154,2553,646,96,26.6386,28.3043,0.0116,69,2.871,1.1246,47136,62.26,24.387,78.085,23.9119,1.0909,0.01,0.04,0.18,0.06,3.7356,68,,
NicheGame,1341,4383,123,4220,649,95,3.2685,6.0813,0.5257,709,5.93,1.4052,449,4.914,1.1645,112.724,28.9725,2.1575,0.15,0.13,0.37,0.76,3.7346,80,,
jbaredesign,3621,4733,66,368,228,45,1.3071,0.1511,0.0329,9,0.227,0.6168,4168,23.546,63.9837,91.078,23.0867,1.2289,0.17,0.06,0.54,0.157,3.6967,16,,
YstlDystl,2484,9583,109,46,91,1,3.8579,0.0805,0.0374,6,0.138,3,6162,28.372,616.7826,67.364,12.3077,1.5846,0.07,0.02,0.16,0.13,3.6884,14,,
text_publishing,3265,35319,147,23629,4869,680,10.8175,1.9314,0.1259,513,6.863,0.2904,832,5.11,0.2163,116.944,25.9744,1.195,0.16,0.09,0.47,0.718,3.669,64,,
Leo_El_Jugador,769,6531,150,3285,2443,38,8.4928,2.0429,0.4356,7,0.654,0.1991,3936,5.214,1.5872,106.063,8.2634,4.2796,0.47,0.07,0.77,0.687,3.582,56,,
SelamtaMagazine,2309,1574,64,10390,786,31,0.6817,0.1434,0.1706,13,0.465,0.0448,1122,5.909,0.5687,110.424,30.956,2.2871,0.51,0.05,0.61,0.605,3.5749,25,,
IsatisSnowfox,2198,5217,57,39,36,2,2.3735,0.0241,0.0173,14,0.31,7.9487,14369,64.631,1657.2051,86.854,20.85,1.193,0.06,0.01,0.09,0.055,3.5547,23,,
kuusevana,1250,25658,155,987,654,274,20.5264,0.1768,0.7992,1,0.001,0.001,185,3.453,3.4985,136.285,23.9661,2.7047,0.77,0.04,0.42,0.999,3.4495,47,,
ReflexPillow,640,3871,126,1569,3134,43,6.0484,6.4016,0.35,17,1.602,1.021,2801,5.85,3.7285,118.783,33.6919,1.9241,0.55,0.13,0.59,0.585,3.4223,44,,
