screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score,Followwonk,,
virgilvox,3206,12019,125,1691,1509,159,3.7489,2.8138,0.0352,75,1.143,0.6759,176194,219.414,129.754,81.811,14.0907,1.3636,0.11,0.04,0.58,0.177,38.8363,53,,
crit4brains,1325,3223,90,445,287,26,2.4325,2.4302,0.0823,149,1.869,4.2,136956,153.307,344.5101,88.864,21.33,1.5337,0.19,0.12,0.33,0.251,38.4801,49,,
IndieGameLover,1502,69433,132,39965,18000,1152,46.227,5.7537,0.6398,37,0.444,0.0111,12783,38.417,0.9613,135.679,15.2483,3.5736,0.72,0.1,0.36,0.99,38.0328,38,,
IDWPublishing,3784,18916,16,126876,727,2474,4.9989,0.7016,0.1631,1698,24.776,0.1953,5576,38.366,0.3024,135.487,22.7533,1.5025,0.39,0.08,0.45,0.975,37.4068,63,,
galendara,3544,23220,139,2023,192,167,6.5519,0.8076,0.0736,99,1.833,0.9061,36416,87.962,43.481,90.417,32.4574,1.6379,0.12,0.09,0.38,0.42,36.944,53,,
2TomatoesGms,485,1091,76,1895,252,55,2.2495,4.3959,1.1918,96,2.16,1.1398,19805,49.976,26.3726,112.654,1.367,1.7972,0.35,0.16,0.4,0.729,36.4325,56,,
TheNextWeb,3861,156559,70,1847107,221,33117,40.5488,1.3776,0.0137,156,8.012,0.0043,30262,38.226,0.0207,91.805,5.4129,1.0131,0.15,0.03,0.93,0.948,36.2382,83,,
symatt,3328,151762,160,3713,2448,242,45.6016,7.5108,0.0898,62,1.511,0.4069,67488,98.975,26.6563,80.609,12.6392,1.5727,0.33,0.14,0.13,0.364,36.0269,65,,
angelaanimates,2532,1046,156,378,960,18,0.4131,1.3574,0.0261,509,2.455,6.4947,113299,167.647,443.5106,79.326,23.8289,2.1,0.23,0.32,0.29,0.211,35.3735,38,,
USATODAY,3616,256001,92,3651563,481,32536,70.7967,0.4947,0.0608,1249,63.161,0.0173,699,34.842,0.0095,121.531,-2.745,1.2462,0.13,0.08,0.81,1,34.842,91,,
Beatrice_Elaine,2406,2556,59,452,809,9,1.0623,0.9913,0.0532,14,0.901,1.9934,40071,147.074,325.385,83.008,10.4096,1.4976,0.21,0.16,0.17,0.234,34.4153,33,,
tdhlifeingames,2200,3124,149,822,689,61,1.42,1.0468,0.0586,13,1.193,1.4513,124269,124.843,151.8771,109.398,40.2144,1.9828,0.35,0.08,0.46,0.272,33.9573,49,,
Misopogon,2957,14314,160,4951,578,175,4.8407,2.328,0.0325,327,7.693,1.5538,82712,131.612,26.5829,99.821,6.7778,1.0714,0.01,0.11,0.47,0.256,33.6927,54,,
BackerGuru,557,1307,158,2941,3587,29,2.3465,0.0287,1.4991,6,0.054,0.0184,21216,39.751,13.5162,129.554,29.3604,1.4867,0.26,0.07,0.62,0.845,33.5896,33,,
Hapy_One,2673,1397,152,470,610,42,0.5226,0.0905,0.1171,15,0.171,0.3638,71233,105.58,224.6383,90.754,14.4901,1.9966,0.29,0.12,0.34,0.318,33.5744,36,,
RaymondPat7734,112,1662,136,564,1119,2,14.8393,2.3304,0.5625,15,0.333,0.5904,37588,259.822,460.6773,110.328,3.8365,1.086,0.19,0.04,0.69,0.129,33.517,32,,
stupidDOPE,3556,388358,155,108880,30174,1362,109.212,16.6828,0.0093,207,1.969,0.0181,48889,103.691,0.9523,117.886,12.9604,1.7737,0.46,0.74,0.93,0.319,33.0774,66,,
MrNHendrix,2725,3422,86,3555,978,43,1.2558,0.3237,0.0738,219,7.281,2.0481,28670,63.523,17.8686,107.264,34.3097,1.9189,0.59,0.14,0.27,0.505,32.0791,58,,
GMTimD,377,1402,82,166,320,2,3.7188,16.244,0.939,24,1.388,8.3614,48290,79.492,478.8675,101.571,27.1873,1.4,0.1,0.09,0.32,0.401,31.8763,31,,
WoodMarketing,3331,4938,47,1464,1154,98,1.4824,0.6238,0.1576,40,2.361,1.6127,21583,36.201,24.7275,127.844,21.9472,1.6114,0.35,0.05,0.58,0.874,31.6397,48,,
Retr0J,2140,11568,93,12935,124,47,5.4056,2.8051,0.0276,598,32.419,2.5063,67999,87.019,6.7274,91.455,21.9517,1.2821,0.08,0.15,0.37,0.363,31.5879,55,,
alanbahr,3155,15070,98,729,183,37,4.7765,3.412,0.0479,45,2.792,3.8299,63203,111.099,152.3992,81.809,14.8936,1.5385,0.05,0.1,0.24,0.281,31.2188,49,,
Sturbapp,3337,18922,124,11931,8147,111,5.6704,4.0851,0.0929,32,1.307,0.1095,29983,50.779,4.2561,96.224,16.9214,2.2868,0.27,0.17,0.64,0.614,31.1783,62,,
sumohurd,2302,3974,123,1316,1104,184,1.7263,1.4791,0.0973,34,1.058,0.804,54555,85.046,64.6246,118.642,7.1515,2.1944,0.18,0.07,0.65,0.356,30.2764,51,,
Guyism,3214,155618,112,29271,214,664,48.4188,1.9353,0.0582,5,0.231,0.0079,97653,107.816,3.6834,110.199,11.9954,1.2,0.01,0.05,0.96,0.279,30.0807,53,,
joygraceharmony,2077,21142,157,486,1651,16,10.1791,0.5431,0.1026,7,0.104,0.214,59346,107.882,221.9794,65.169,12.2557,1.9412,0.1,0.02,0.9,0.276,29.7754,38,,
ginger_mom17,397,2562,106,445,770,8,6.4534,7.3451,0.9748,15,0.616,1.3843,36159,62.128,139.6135,106.542,31.4417,1.6582,0.39,0.1,0.61,0.477,29.6351,37,,
sotcpod,592,2224,121,444,83,13,3.7568,2.9223,0.5676,64,3.948,8.8919,14181,55.101,124.1014,110.653,23.0696,1.3974,0.08,0.11,0.36,0.534,29.4239,36,,
CorpGraffitiArt,2447,2582,87,1444,1045,82,1.0552,2.436,0.0151,18,2.258,1.5637,64021,95.531,66.1572,112.355,34.9432,1.4684,0.19,0.12,0.74,0.304,29.0414,47,,
joanatype,3223,2173,117,1048,887,44,0.6742,0.7934,0.0332,77,1.13,1.0782,170407,171.593,163.7338,72.548,22.7835,1.7131,0.24,0.33,0.39,0.169,28.9992,41,,
thecultofpop,2724,2307,69,294,297,26,0.8469,0.145,0.025,34,1.144,3.8912,49913,157.686,536.3469,107.853,19.0488,1.3798,0.7,0.18,0.25,0.18,28.3835,35,,
OdiniaInvictus,2064,25145,159,2904,4955,81,12.1827,3.7103,0.2059,40,2.211,0.7614,13180,34.866,12.0062,115.455,-0.0151,3.7069,0.17,0.37,0.7,0.814,28.3809,59,,
thedicemechanic,2864,20003,113,1018,851,39,6.9843,17.8443,0.0384,59,2.275,2.2348,14406,168.427,165.4489,103.723,17.8891,1.2951,0.06,0.03,0.37,0.168,28.2957,60,,
GlasgowLib,2980,5581,146,8096,1656,196,1.8728,0.7426,0.049,63,4.431,0.5473,31299,35.73,4.4133,126.175,30.8333,1.2687,0.29,0.09,0.73,0.789,28.191,53,,
abcxyz_jp,3280,9290,159,990,830,25,2.8323,5.1424,0.032,25,1.41,1.4242,30209,99.811,100.8192,115.433,3.1175,5.3481,0.66,0.11,0.85,0.276,27.5478,48,,
MusicTalks_xyz,1169,20512,156,19406,14498,287,17.5466,17.7938,0.1069,35,4.051,0.2087,40583,46.24,2.3828,116.803,23.3733,1.7335,0.32,0.17,0.67,0.589,27.2354,65,,
PuneCityLife,2321,5976,154,21229,155,57,2.5748,0.4106,0.1021,507,8.619,0.406,9603,31.45,1.4815,120.935,11.6045,1.2823,0.25,0.17,0.53,0.849,26.701,56,,
HumanBeanHeals,462,7299,156,499,473,4,15.7987,17.8074,0.2338,478,3.981,7.978,42681,137.022,274.5932,108.152,9.8513,1.2222,0.03,0.04,0.43,0.194,26.5823,44,,
glamourmag,3449,103147,39,1399254,1067,7673,29.9063,1.1943,0.02,3558,39.948,0.0285,10551,29.52,0.0211,91.616,14.7036,1.199,0.4,0.12,0.9,0.892,26.3318,70,,
thing12games,1166,8686,62,1614,1386,42,7.4494,10.542,0.0437,54,2.723,1.6871,116955,199.203,123.4219,98.749,29.3609,1.2202,0.17,0.16,0.34,0.132,26.2948,56,,
CrowdfundLaunch,1197,10691,132,6245,74,527,8.9315,0.0476,0.4829,15,0.098,0.0157,5715,41.352,6.6216,126.739,21.4346,2.59,0.72,0.04,0.73,0.635,26.2585,54,,
ThatCthulhuGuy,2672,2488,135,2464,2286,37,0.9311,2.8451,0.1946,18,1.559,0.6327,15767,36.79,14.931,117.973,14.631,2.4162,0.36,0.18,0.39,0.712,26.1945,53,,
breaking_games,1222,1882,81,1620,1738,53,1.5401,4.4476,0.5286,53,1.533,0.9463,29601,32.699,20.1846,125.518,38.4783,1.5,0.32,0.15,0.41,0.801,26.1919,50,,
_FG_College_,278,1029,154,250,321,6,3.7014,3.6367,1.1115,14,0.891,3.564,29426,61.482,245.928,109.187,39.1514,1.344,0.28,0.04,0.43,0.426,26.1913,29,Q3,292.0673
Melorailiana,3466,3864,150,14690,10174,609,1.1148,2.8153,0.1304,30,0.525,0.0357,7055,40.503,2.7572,117.298,26.8626,1.7662,0.43,0.02,0.56,0.644,26.0839,59,,
FelipeWWoHP,2603,20977,81,1635,669,50,8.0588,25.2766,0.0419,30,1.491,0.9119,101697,157.924,96.5896,86.517,25.4729,1.9583,0.19,0.2,0.24,0.163,25.7416,56,,
studiobliz,3033,7828,60,291,181,14,2.5809,0.459,0.0096,32,0.587,2.0172,210967,338.03,1161.6151,84.627,19.7563,2.1571,0.07,0.07,0.14,0.076,25.6903,38,,
Skybound,2923,13056,154,40451,2113,504,4.4666,1.6849,0.0308,274,23.0411,0.1247,1661,29.0639,0.1574,123.0822,7.7133,1.2632,0.26,0.23,0.61,0.8813,25.614,86,,
carmencita13,3509,2695,92,490,489,19,0.768,0.0972,0.0519,6,0.255,0.5204,58324,168.15,343.1633,87.562,23.8356,1.5149,0.2,0.02,0.55,0.152,25.5588,36,,
haloovfire,3874,2611,92,310,357,25,0.674,0.6541,0.0199,10,0.84,2.7097,105949,142.594,459.9806,77.367,17.3336,1.7581,0.19,0.12,0.37,0.179,25.5243,36,,
polmstead1,1423,1302,83,318,517,7,0.915,0.0885,0.0358,75,1.752,5.5094,71557,143.615,451.6195,102.684,25.0918,1.0551,0.13,0.55,0.28,0.175,25.1326,25,,
arisia,3504,1976,134,1660,45,105,0.5639,0.0885,0.0779,30,1.138,0.6855,33953,42.064,25.3398,113.134,23.8322,1.2646,0.41,0.06,0.41,0.592,24.9019,36,,
martiansoil,3687,16124,99,5580,1336,356,4.3732,2.0553,0.0434,56,3.435,0.6156,14779,33.359,5.9783,111.131,15.7249,1.5204,0.1,0.12,0.84,0.745,24.8525,60,,
RonCNieto,2481,2584,149,1066,86,22,1.0415,0.0266,0.056,10,0.186,0.1745,14839,137.132,128.6417,105.71,19.3065,1.61,0.24,0.03,0.41,0.181,24.8209,38,,
creakingshelf,1099,8471,53,2431,1106,90,7.7079,4.3385,0.061,65,2.674,1.1,65064,147.593,60.7129,95.814,23.7294,1.28,0.03,0.08,0.4,0.167,24.648,53,,
Blueflamemagick,2637,24928,122,702,387,42,9.4532,0.0747,0.0197,32,1.385,1.9729,45704,206.288,293.8575,102.661,10.8369,1.1111,0.03,0.07,0.19,0.119,24.5483,43,,
manixur,143,1848,74,128,62,2,12.9231,38.2937,1.4056,86,1.834,14.3281,43754,100.792,787.4375,105.992,16.0238,1.0806,0.06,0.02,0.42,0.239,24.0893,30,,
glassbottommeg,2727,107734,150,7395,513,329,39.5064,20.941,0.0359,364,4.24,0.5734,40014,109.193,14.7658,111.113,18.4579,1.3125,0.03,0.11,0.53,0.218,23.8041,67,,
oceanodejuegos,1462,4971,43,2620,1329,88,3.4001,2.4234,0.1997,48,2.084,0.7954,46778,52.593,20.0737,96.554,6.128,1.5426,0.19,0.3,0.32,0.451,23.7194,61,,
swfcsc,1478,9258,59,10269,373,34,6.2639,7.2233,0.1637,706,23.645,2.3026,11042,44.319,4.3158,97.568,14.9933,1.2536,0.28,0.14,0.29,0.521,23.0902,63,,
HeavyCardboard,1502,39883,154,7869,1113,270,26.5533,38.755,0.1358,168,7.192,0.914,53645,72.608,9.2271,90.834,29.3718,1.197,0.2,0.12,0.26,0.318,23.0893,66,,
cardboard_kid,478,1937,118,616,862,15,4.0523,18.4247,0.3159,36,1.805,2.9302,86301,99.494,161.5162,123.377,23.1791,2.2088,0.09,0.08,0.59,0.231,22.9831,46,,
RosaSwannAuthor,1255,1415,98,165,58,22,1.1275,1.3084,0.055,14,0.462,2.8,81702,197.671,1198.0061,104.65,20.576,2.3954,0.31,0.09,0.58,0.116,22.9298,44,,
ashes_rochelle,2401,1210,18,84,213,0,0.504,0.1179,0.0329,13,0.514,6.119,94224,117.945,1404.1071,77.506,24.5366,1.3476,0.16,0.21,0.39,0.193,22.7634,16,,
Bigdoglove630,1773,3463,143,784,1079,17,1.9532,2.7287,0.2775,24,0.995,1.2691,5796,33.662,42.9362,114.503,31.0778,2.4828,0.58,0.11,0.44,0.67,22.5535,47,,
KerryJDonovan,1869,56024,115,11697,6612,810,29.9754,1.7533,0.4644,8,0.18,0.0154,545,23.03,1.9689,138.27,14.1601,2.6065,0.34,0.08,0.51,0.979,22.5464,65,,
theblackdetour,435,5204,151,13064,10518,60,11.9632,0.1632,0.6207,2892,27.652,2.1167,1715,23.305,1.7839,102.371,4.7026,1.25,0.02,0.05,0.71,0.948,22.0931,70,,
jojojeje,3400,9590,95,321,270,12,2.8206,0.1744,0.0212,23,0.835,2.6012,33510,145.746,454.0374,117.475,28.9997,1.3788,0.26,0.34,0.51,0.151,22.0076,32,,
FreeGamePlanet,1223,2843,126,2688,1055,120,2.3246,4.6083,0.4244,85,5.041,1.8754,5739,24.972,9.2902,132.023,19.8744,1.6596,0.57,0,0.78,0.875,21.8505,59,,
seattle48hfp,3050,2418,105,1054,1098,58,0.7928,0.562,0.2554,11,0.307,0.2913,13029,25.423,24.1205,123.502,25.9934,2.2634,0.52,0.07,0.45,0.855,21.7367,45,,
GurneyJourney,1597,1583,82,12568,156,253,0.9912,0.0683,0.0701,4477,84.907,6.7558,2753,24.616,1.9586,124.59,14.4836,2.927,0.36,0.26,0.78,0.879,21.6375,62,,
Cringer63,3348,21858,97,1097,770,26,6.5287,2.055,0.0332,52,3.103,2.8286,75872,100.435,91.5542,109.148,16.0592,1.2941,0.05,0.13,0.51,0.21,21.0913,50,,
bgamegiveaway,1152,1559,30,11872,671,36,1.3533,0.2266,0.0495,22,1.874,0.1579,9408,44.994,3.7899,113.876,18.6556,2.8433,0.73,0.04,0.94,0.467,21.0122,60,,
usefulcharts,1461,1199,132,9162,58,180,0.8207,0.3279,0.0075,55038,79.462,8.673,24363,34.676,3.7848,103.792,29.2106,1.4274,0.35,0.41,0.48,0.602,20.875,67,,
LlSinopa,468,2430,160,232,327,4,5.1923,3.2158,0.2479,14,0.856,3.6897,15117,53.08,228.7931,105.725,25.6714,2.8865,0.18,0.01,0.62,0.393,20.8604,34,,
_sattva,2790,1664,126,1687,1165,87,0.5964,0.6584,0.0724,14,1.158,0.6864,40701,44.188,26.1932,127.893,29.4887,1.9281,0.47,0.12,0.69,0.471,20.8125,47,,
corygodbey,3362,25377,89,7194,437,244,7.5482,2.8495,0.0889,1207,12.506,1.7384,11572,43.433,6.0374,95.321,20.9669,1.4138,0.09,0.29,0.29,0.477,20.7175,64,,
FeathersChapman,3361,3081,83,853,997,60,0.9167,0.6686,0.0241,24,1.581,1.8535,43593,86.235,101.0961,112.112,32.6115,2.687,0.39,0.08,0.5,0.24,20.6964,44,,
unwinnable,2818,14400,123,4377,1264,170,5.11,2.3286,0.1565,261,3.279,0.7491,23743,28.372,6.4821,113.038,17.7036,1.0588,0.02,0.04,0.56,0.726,20.5981,57,,
SharonSkinner56,3588,2286,155,2897,3314,135,0.6371,0.1697,0.0524,15,0.674,0.2327,26055,37.253,12.8592,94.182,22.4738,1.782,0.34,0.07,0.73,0.55,20.4891,50,,
TLandin,2245,27651,33,705,1039,21,12.3167,6.6156,0.0316,31,1.591,2.2567,16775,52.001,73.7603,99.998,23.9291,1.776,0.73,0.02,0.29,0.39,20.2804,55,,
SweetnSpicyBook,337,1564,147,581,1187,8,4.6409,0.3501,2.2433,11,0.083,0.1429,1262,24.335,41.8847,125.627,32.8985,2.719,0.61,0.12,0.46,0.832,20.2467,37,,
darthtorlin,3157,6029,72,54,120,22,1.9097,0.6129,0.0136,138,0.719,13.3148,11999,131.856,2441.7778,88.947,13.199,3.3289,0.68,0.09,0.54,0.149,19.6465,38,,
dustinbschwartz,2082,36556,128,1482,523,51,17.5581,5.0375,0.0168,54,2.983,2.0128,127602,263.833,178.025,99.366,24.5502,1.125,0.05,0.06,0.3,0.074,19.5236,61,,
Elecrow1,2046,2978,138,2198,1057,58,1.4555,1.8895,0.2771,465,2.58,1.1738,10589,28.152,12.808,99.459,21.9693,1.6331,0.14,0.36,0.33,0.693,19.5093,50,,
UltClassicRock,2623,92073,86,193160,61,1547,35.1022,0.9741,0.0187,502,25.881,0.134,1605,19.558,0.1013,93.041,8.9294,1,0.01,0.02,0.96,0.98,19.1668,79,,
ChowChowMet,70,1887,24,79,577,2,26.9571,7.6143,3.3286,11,0.191,2.4177,51264,69.038,873.8987,98.127,25.6603,1.6189,0.33,0.27,0.3,0.276,19.0545,27,,
iamskyewalker,3418,1199,78,200,87,17,0.3508,0.0538,0.0173,12,0.565,2.825,114664,114.893,574.465,108.436,23.9013,1.8053,0.42,0.02,0.93,0.165,18.9573,27,,
ThomasOtterman,1158,28477,157,4581,4852,164,24.5915,51.3636,0.5259,37,1.031,0.2251,2678,26.417,5.7666,113.958,7.145,1.873,0.31,0.2,0.29,0.716,18.9146,64,,
muscularpikachu,2826,13989,136,2617,890,64,4.9501,8.9345,0.0435,1264,10.895,4.1632,14937,69.685,26.6278,82.31,28.3044,1.1471,0.03,0.05,0.31,0.271,18.8846,63,,
FenrisGames,2147,10531,143,1330,806,31,4.905,7.4574,0.0298,145,4.955,3.7256,52277,75.273,56.5962,93.846,14.5278,1.2297,0.15,0.13,0.41,0.248,18.6677,47,,
quartzandcoal,738,1603,126,155,91,40,2.1721,3.2209,0.3835,5,0.171,1.1032,35576,58.31,376.1935,112.996,28.3745,1.6747,0.17,0.07,0.82,0.312,18.1927,41,,
MarieClapsaddle,3697,1921,0,290,218,86,0.5196,0.0538,0.1888,10,0.088,0.3034,3445,21.351,73.6241,129.134,23.9053,4.0126,0.8,0.08,0.61,0.848,18.1056,36,,
DeathByMage,1045,21026,140,3832,1162,97,20.1206,51.8689,0.3139,68,2.575,0.672,9413,44.242,11.5454,112.117,26.2084,1.6031,0.19,0.09,0.39,0.399,17.6526,63,,
jonnybaker,3496,4369,0,3391,475,121,1.2497,0.242,0.0538,32,1.793,0.5288,16642,43.933,12.9558,86.114,25.2853,1.3203,0.23,0.04,0.53,0.392,17.2217,47,,
Spooky3lectric1,3302,2118,139,207,399,17,0.6414,0.0993,0.0209,25,0.176,0.8502,148739,153.744,742.7246,96.914,9.7021,1.4326,0.14,0.01,0.91,0.112,17.2193,26,,
Xenozoicphiles,791,4906,129,1100,2519,42,6.2023,9.9621,0.9912,23,0.521,0.4736,11668,20.026,18.2055,121.49,30.641,2.0685,0.29,0.16,0.35,0.857,17.1623,51,,
dyhptg,2003,14371,155,1324,1244,19,7.1747,5.3235,0.0145,28,1.718,1.2976,140145,168.198,127.0378,96.609,17.3631,1.8049,0.04,0.04,0.42,0.102,17.1562,52,,
Xristfer,3090,46024,145,19454,17305,247,14.8945,0.5217,0.0275,128,4.674,0.2403,15197,25.5,1.3108,106.687,13.7883,2.0091,0.66,0.63,0.75,0.67,17.085,59,,
RisingStarPress,821,10981,116,725,1221,47,13.3752,0.095,0.0122,13,0.432,0.5959,201476,202.764,279.6745,105.251,12.8691,1.4657,0.7,0.56,0.47,0.082,16.6266,44,,
SMG_Play,2609,2648,144,644,1064,31,1.0149,0.0652,0.123,26,0.422,0.6553,13754,36.566,56.7795,107.864,23.0497,2.1017,0.42,0.14,0.34,0.452,16.5278,16,,
pts,4183,31564,99,861,453,37,7.5458,4.3686,0.021,115,1.816,2.1092,31710,114.547,133.0395,65.061,10.9574,1.6,0.01,0.05,0.17,0.138,15.8075,83,,
bantonframework,2104,7567,84,3301,2683,189,3.5965,8.913,0.0413,8,0.551,0.1669,75193,94.403,28.5983,117.077,20.3554,1.93,0.1,0.47,0.86,0.166,15.6709,56,,
StamiStudios,2210,1150,150,989,1187,20,0.5204,2.0462,0.076,32,0.98,0.9909,25910,43.714,44.2002,108.661,26.8399,3.0123,0.32,0.1,0.81,0.358,15.6496,43,,
WorldAnvil,317,2243,161,1635,462,23,7.0757,5.4606,0.9148,40,2.702,1.6526,9183,23.486,14.3645,117.845,33.7268,1.9487,0.2,0.02,0.52,0.665,15.6182,46,,
Stella_Korosec,3127,3009,139,818,433,41,0.9623,0.1116,0.0489,11,0.378,0.4621,67941,86.044,105.1883,98.999,34.4228,3.0678,0.47,0.07,0.65,0.181,15.574,37,,
iFilmmakers,2428,1567,147,1542,1009,65,0.6454,0.3456,0.0725,23,1.674,1.0856,10179,40.118,26.0169,110.6,24.3735,2.0739,0.46,0.03,0.69,0.386,15.4855,44,,
preacherush,982,6870,135,913,278,41,6.9959,10.1171,0.054,45,4.083,4.4721,49068,64.962,71.1522,94.35,-1.0019,1.2364,0.17,0.14,0.32,0.237,15.396,57,,
thereverandnd,3207,10314,113,159,522,0,3.2161,0.043,0.0175,691,0.799,5.0252,52664,229.476,1443.2453,75.83,5.1628,1.2838,0.07,0.03,0.69,0.067,15.3749,21,,
Boardgametruckr,703,1466,63,539,791,12,2.0853,21.6629,0.0996,38,2.085,3.8683,84483,126.306,234.334,97.357,30.3663,1.2407,0.05,0.15,0.25,0.121,15.283,49,,
TomChapell,2491,9291,156,2469,4327,425,3.7298,1.9703,0.2854,41,1.447,0.5861,609,16.996,6.8838,134.682,27.6643,2.0194,0.57,0.04,0.5,0.89,15.1264,54,,
VizWorld,3446,40166,90,9323,6143,2396,11.6558,0.4257,0.0398,11,0.265,0.0284,51326,56.598,6.0708,129.85,17.5503,3.7552,0.71,0.17,0.9,0.267,15.1117,53,,
TailgatingChall,2070,6145,152,21404,3212,103,2.9686,2.5918,0.0039,240,15.168,0.7087,513,26.793,1.2518,99.92,43.6255,1.5099,0.35,0.11,0.41,0.56,15.0041,66,,
iotecglobal,1756,2985,146,1597,489,131,1.6999,0.5763,0.2267,19,1.322,0.8278,15692,19.549,12.2411,129.095,26.7075,1.9079,0.67,0.12,0.56,0.765,14.955,49,,
kryptonradio,3177,9001,129,2240,1574,66,2.8332,0.1977,0.023,59,0.747,0.3335,37938,52.034,23.2295,97.015,8.6255,1.8689,0.06,0.18,0.93,0.285,14.8297,62,,
paolodilamio,2280,24108,57,2056,1767,13,10.5737,7.7548,0.0684,739,4.423,2.1513,15391,54.211,26.3672,79.85,19.3906,1.25,0.08,0.22,0.18,0.261,14.1491,52,,
GigiEdgley,2339,12809,154,12921,1332,227,5.4763,5.3142,0.239,156,5.013,0.388,14759,17.42,1.3482,115.224,28.9861,1.7143,0.22,0.18,0.38,0.811,14.1276,63,,
DywajUK,402,1065,135,568,324,4,2.6493,2.7438,0.1741,7,0.46,0.8099,109858,111.161,195.706,126.265,27.9762,1.9156,0.49,0.14,0.68,0.127,14.1174,29,,
Hologram,1624,2532,156,3294,1381,108,1.5591,1.0567,0.0887,70,2.84,0.8622,4730,27.841,8.452,116.555,18.8672,1.6013,0.48,0.39,0.86,0.507,14.1154,80,,
PROleary,2939,3237,82,235,786,4,1.1014,0.0296,0.0197,7,0.429,1.8255,54378,151.223,643.5021,85.376,14.4224,1.1648,0.09,0.36,0.55,0.092,13.9125,18,,
catcuddles,3406,1883,147,1281,180,21,0.5528,0.5299,0.0608,304,19.835,15.484,1177,18.772,14.6542,116.226,42.7898,1.4232,0.24,0.1,0.58,0.741,13.9101,54,,
tracy_traynor,1379,1214,131,19810,17703,249,0.8803,5.5214,0.203,196,1.572,0.0794,6656,29.654,1.4969,88.422,43.741,2.7809,0.18,0.11,0.36,0.466,13.8188,58,,
LibraryBards,1398,2321,137,2310,2312,31,1.6602,4.4506,0.3083,269,8.024,3.4736,12830,17.295,7.487,113.227,35.5657,1.4205,0.37,0.15,0.4,0.79,13.6631,64,,
Moshology,2524,12108,4,4111,2740,49,4.7971,6.414,0.0012,70009,86.466,21.0328,27459,34.251,8.3315,39.79,2.2592,1.6667,0,0.06,0.05,0.397,13.5976,64,,
BrawlingBros,1195,12177,160,4030,1002,129,10.19,11.6678,0.1038,71,5.038,1.2501,33566,43.19,10.7171,115.121,30.6913,1.4753,0.22,0.06,0.53,0.313,13.5185,60,,
AttitudeMag,3414,59880,127,177079,20195,1510,17.5395,1.9479,0.0111,1325,39.481,0.223,945,15.253,0.0861,125.693,7.5486,1.1447,0.08,0.57,0.95,0.884,13.4837,77,,
HacksterPro,1840,2909,158,18682,3645,473,1.581,1.8457,0.0788,200,21.529,1.1524,1764,14.1,0.7547,121.332,11.9371,1.1667,0.05,0.69,0.92,0.954,13.4514,73,,
nook_pod,712,1403,111,1379,4859,50,1.9705,3.0197,0.4775,44,1.26,0.9137,20888,25.576,18.5468,118.637,44.7822,1.7214,0.32,0.13,0.62,0.519,13.2739,44,,
DOTABUFF,2192,6230,30,28017,132,273,2.8422,0.5091,0.0009,821,65.901,2.3522,413,15.192,0.5422,102.368,21.3333,1.1053,0.08,0.51,0.42,0.843,12.8069,63,,
TooManyGames,3597,1504,101,4761,592,50,0.4181,0.4045,0.1332,888,7.838,1.6463,4783,17.201,3.6129,107.681,26.4694,1.4802,0.2,0.16,0.29,0.738,12.6943,50,,
BruceLevenstein,3558,95405,44,1540,1026,101,26.8142,0.1169,0.0312,52,2.11,1.3701,32901,56.367,36.6019,83.656,10.5616,1.2812,0.03,0.17,0.32,0.223,12.5698,53,,
CCTV,3274,35855,77,593473,164,1085,10.9514,0.0049,0.0003,423,37.159,0.0626,121,12.446,0.021,125.652,8.681,1.0779,0.15,0.4,0.63,0.991,12.334,74,,
JhedronLuckspar,1466,93514,138,10041,9511,717,63.7885,1.9468,0.1617,2,0.074,0.0074,8389,30.573,3.0448,111.279,1.7597,4.2137,0.77,0.14,0.81,0.402,12.2903,63,,
UnmannedInsight,1487,1430,114,476,999,26,0.9617,0.3867,0.2636,6,0.183,0.3845,3913,26.914,56.542,104.518,10.0376,1.8534,0.27,0.17,0.87,0.448,12.0575,46,,
fairway3games,1217,13104,154,2990,2254,107,10.7675,9.2104,0.2186,46,1.865,0.6237,30153,31.541,10.5488,102.083,17.1108,1.5514,0.11,0.35,0.47,0.382,12.0487,60,,
GadgetFlow,2094,48617,160,121644,4084,1250,23.2173,3.9823,0.1017,31,1.102,0.0091,1764,12.971,0.1066,129.061,25.4124,1.203,0.53,0.13,0.83,0.926,12.0111,71,,
kncklsndwch,1741,1164,136,5715,10,72,0.6686,0.3073,0.1706,4813,32.67,5.7165,2557,16.641,2.9118,83.968,18.8986,1.321,0.08,0.34,0.3,0.718,11.9482,63,,
SJohnRoss,1676,2440,152,353,280,20,1.4558,1.8819,0.031,104,1.476,4.1813,23528,59.175,167.6346,98.109,17.846,1.2659,0.17,0.06,0.18,0.198,11.7167,39,,
kickstarter,3583,21298,35,1110832,1069,14968,5.9442,7.4619,0.108,250,11.655,0.0105,501,11.908,0.0107,135.625,25.4436,1.1238,0.1,0.03,0.64,0.97,11.5508,71,,
