name,score,,,,,,,,,,,,,,,,,,
slloyd14,48,,,,,,,,,,,,,,,,,,
SlopesGameRoom,64,,,,,,,,,,,,,,,,,,
SMG_Play,16,,,,,,,,,,,,,,,,,,
SnagletoothWars,64,,,,,,,,,,,,,,,,,,
snarkydogmom,47,,,,,,,,,,,,,,,,,,
SocialSnowflake,30,,,,,,,,,,,,,,,,,,
sofialovesu,48,,,,,,,,,,,,,,,,,,
soitistoldcast,43,,,,,,,,,,,,,,,,,,
SomebodysChlsea,65,,,,,,,,,,,,,,,,,,
sonicstate,60,,,,,,,,,,,,,,,,,,
sotcpod,36,,,,,,,,,,,,,,,,,,
SothebysFr,58,,,,,,,,,,,,,,,,,,
SpeerofD3stiny,57,,,,,,,,,,,,,,,,,,
SpiidiOnNoita,66,,,,,,,,,,,,,,,,,,
spikeybits,46,,,,,,,,,,,,,,,,,,
Spooky3lectric1,26,,,,,,,,,,,,,,,,,,
SpritesNDice,35,,,,,,,,,,,,,,,,,,
sqiouyilu,62,,,,,,,,,,,,,,,,,,
Squach,49,,,,,,,,,,,,,,,,,,
ssoebmizan,39,,,,,,,,,,,,,,,,,,
StadriEmblems,39,,,,,,,,,,,,,,,,,,
stagescycling,50,,,,,,,,,,,,,,,,,,
StamiStudios,43,,,,,,,,,,,,,,,,,,
StarcalledStudi,47,,,,,,,,,,,,,,,,,,
StarlingGames,39,,,,,,,,,,,,,,,,,,
starstarparty,42,,,,,,,,,,,,,,,,,,
startofamoment,45,,,,,,,,,,,,,,,,,,
StarWarsTime,61,,,,,,,,,,,,,,,,,,
State_Scoop,59,,,,,,,,,,,,,,,,,,
StateofShakespe,48,,,,,,,,,,,,,,,,,,
StealthoInfo,60,,,,,,,,,,,,,,,,,,
steamcrow,45,,,,,,,,,,,,,,,,,,
steamgirlgame,46,,,,,,,,,,,,,,,,,,
stefanocortesi,46,,,,,,,,,,,,,,,,,,
stefscribbles,72,,,,,,,,,,,,,,,,,,
Stella_Korosec,37,,,,,,,,,,,,,,,,,,
StellarisGame,79,,,,,,,,,,,,,,,,,,
stephanie_draws,47,,,,,,,,,,,,,,,,,,
stevenaramini,51,,,,,,,,,,,,,,,,,,
StileTeckel,48,,,,,,,,,,,,,,,,,,
StrieEyes,30,,,,,,,,,,,,,,,,,,
stuartpalley,56,,,,,,,,,,,,,,,,,,
studiobliz,38,,,,,,,,,,,,,,,,,,
stupidDOPE,66,,,,,,,,,,,,,,,,,,
Sturbapp,62,,,,,,,,,,,,,,,,,,
SuchFunDB,45,,,,,,,,,,,,,,,,,,
SueForMayor,42,,,,,,,,,,,,,,,,,,
sumohurd,51,,,,,,,,,,,,,,,,,,
Sun_Zulu,54,,,,,,,,,,,,,,,,,,
SuperegoWorld,66,,,,,,,,,,,,,,,,,,
suser_rolfe,46,,,,,,,,,,,,,,,,,,
suzigodson,59,,,,,,,,,,,,,,,,,,
Sweeet83,63,,,,,,,,,,,,,,,,,,
SweetnSpicyBook,37,,,,,,,,,,,,,,,,,,
swfcsc,63,,,,,,,,,,,,,,,,,,
symatt,65,,,,,,,,,,,,,,,,,,
synoisia,53,,,,,,,,,,,,,,,,,,
Szkolar_Lohud,55,,,,,,,,,,,,,,,,,,
t_unmasked,50,,,,,,,,,,,,,,,,,,
ta_hernandez5,58,,,,,,,,,,,,,,,,,,
TabletopPolish,41,,,,,,,,,,,,,,,,,,
TAGchirp,22,,,,,,,,,,,,,,,,,,
TailgatingChall,66,,,,,,,,,,,,,,,,,,
TamiaRHardy,38,,,,,,,,,,,,,,,,,,
tangenghui,47,,,,,,,,,,,,,,,,,,
tanguanikia,29,,,,,,,,,,,,,,,,,,
tanyasthoughts,31,,,,,,,,,,,,,,,,,,
tarotbycecelia,21,,,,,,,,,,,,,,,,,,
tBalanceoPower,35,,,,,,,,,,,,,,,,,,
tcgtrendsetters,50,,,,,,,,,,,,,,,,,,
tdhlifeingames,49,,,,,,,,,,,,,,,,,,
techpp,71,,,,,,,,,,,,,,,,,,
TechRaptr,67,,,,,,,,,,,,,,,,,,
tedvickey,47,,,,,,,,,,,,,,,,,,
tenacioustoys,44,,,,,,,,,,,,,,,,,,
TesseraGuild,62,,,,,,,,,,,,,,,,,,
text_publishing,64,,,,,,,,,,,,,,,,,,
tgn_news,47,,,,,,,,,,,,,,,,,,
ThatAndromeda,54,,,,,,,,,,,,,,,,,,
ThatCthulhuGuy,53,,,,,,,,,,,,,,,,,,
The_Coolector,58,,,,,,,,,,,,,,,,,,
The_Crowds,47,,,,,,,,,,,,,,,,,,
THE_FURY_C_i,51,,,,,,,,,,,,,,,,,,
The_RonJones,43,,,,,,,,,,,,,,,,,,
TheAtariGamer,38,,,,,,,,,,,,,,,,,,
theawesomer,53,,,,,,,,,,,,,,,,,,
theBATCLAM,52,,,,,,,,,,,,,,,,,,
theblackdetour,70,,,,,,,,,,,,,,,,,,
thecultofpop,35,,,,,,,,,,,,,,,,,,
thedicebear,52,,,,,,,,,,,,,,,,,,
thedicemechanic,60,,,,,,,,,,,,,,,,,,
thediceyreview1,36,,,,,,,,,,,,,,,,,,
thegamecrafter,57,,,,,,,,,,,,,,,,,,
TheGeekyDragon,2,,,,,,,,,,,,,,,,,,
TheIanLemke,23,,,,,,,,,,,,,,,,,,
TheJapanShop,27,,,,,,,,,,,,,,,,,,
TheMarsSociety,64,,,,,,,,,,,,,,,,,,
TheMotleyGeek,30,,,,,,,,,,,,,,,,,,
TheNazzaro,49,,,,,,,,,,,,,,,,,,
TheNextWeb,83,,,,,,,,,,,,,,,,,,
theocelotmag,44,,,,,,,,,,,,,,,,,,
TheOnyxPath,65,,,,,,,,,,,,,,,,,,
TheOuterLinux,34,,,,,,,,,,,,,,,,,,
ThePeteAwakens,65,,,,,,,,,,,,,,,,,,
TheQueenSpeaks_,56,,,,,,,,,,,,,,,,,,
thereverandnd,21,,,,,,,,,,,,,,,,,,
TheRpgAcademy,61,,,,,,,,,,,,,,,,,,
TheSpellCast,42,,,,,,,,,,,,,,,,,,
TheUnluckyfrog,45,,,,,,,,,,,,,,,,,,
thewisdomposts,48,,,,,,,,,,,,,,,,,,
thievesguildbiz,59,,,,,,,,,,,,,,,,,,
thing12games,56,,,,,,,,,,,,,,,,,,
ThirdEyeGames,49,,,,,,,,,,,,,,,,,,
ThomasOtterman,64,,,,,,,,,,,,,,,,,,
Tiber_wow,58,,,,,,,,,,,,,,,,,,
timeless,84,,,,,,,,,,,,,,,,,,
timhreha,46,,,,,,,,,,,,,,,,,,
tinkerbellsway,71,,,,,,,,,,,,,,,,,,
TLandin,55,,,,,,,,,,,,,,,,,,
TomChapell,54,,,,,,,,,,,,,,,,,,
tomgurg,46,,,,,,,,,,,,,,,,,,
tommmoore,62,,,,,,,,,,,,,,,,,,
tonyboydell,46,,,,,,,,,,,,,,,,,,
TookyTsuki,63,,,,,,,,,,,,,,,,,,
toolstoys,41,,,,,,,,,,,,,,,,,,
TooManyGames,50,,,,,,,,,,,,,,,,,,
toonhammergames,48,,,,,,,,,,,,,,,,,,
tophersimmons,50,,,,,,,,,,,,,,,,,,
Torian_Girl,56,,,,,,,,,,,,,,,,,,
torilovestoast,52,,,,,,,,,,,,,,,,,,
TowerPB,31,,,,,,,,,,,,,,,,,,
tracimoc,24,,,,,,,,,,,,,,,,,,
tracy_traynor,58,,,,,,,,,,,,,,,,,,
Travis_Fauber,54,,,,,,,,,,,,,,,,,,
trendhunter,64,,,,,,,,,,,,,,,,,,
trendwatching,81,,,,,,,,,,,,,,,,,,
TriathlonTaren,43,,,,,,,,,,,,,,,,,,
triplesense,43,,,,,,,,,,,,,,,,,,
Trollgodfather,58,,,,,,,,,,,,,,,,,,
TrollLordSteve,41,,,,,,,,,,,,,,,,,,
turner_tasha,57,,,,,,,,,,,,,,,,,,
turnspro,43,,,,,,,,,,,,,,,,,,
UDOO_Board,53,,,,,,,,,,,,,,,,,,
UKBeagles,30,,,,,,,,,,,,,,,,,,
UKCrowdfundWeek,53,,,,,,,,,,,,,,,,,,
UltClassicRock,79,,,,,,,,,,,,,,,,,,
UltSurvivalTips,30,,,,,,,,,,,,,,,,,,
UnfilteredRnG,49,,,,,,,,,,,,,,,,,,
uniteditions,62,,,,,,,,,,,,,,,,,,
UnmannedInsight,46,,,,,,,,,,,,,,,,,,
unwinnable,57,,,,,,,,,,,,,,,,,,
UPbridge_gap,36,,,,,,,,,,,,,,,,,,
upperrubberboot,64,,,,,,,,,,,,,,,,,,
UpsUpsAndDowns,59,,,,,,,,,,,,,,,,,,
uptomenow,39,,,,,,,,,,,,,,,,,,
USATODAY,91,,,,,,,,,,,,,,,,,,
usefulcharts,67,,,,,,,,,,,,,,,,,,
ValiantFireside,44,,,,,,,,,,,,,,,,,,
varnished_truth,59,,,,,,,,,,,,,,,,,,
VBCmokola,42,,,,,,,,,,,,,,,,,,
vcgriffin,52,,,,,,,,,,,,,,,,,,
vengeful_steve,37,,,,,,,,,,,,,,,,,,
veni_vidi_veni,44,,,,,,,,,,,,,,,,,,
VeteranWargamer,51,,,,,,,,,,,,,,,,,,
vetpip,32,,,,,,,,,,,,,,,,,,
vfm_5411,50,,,,,,,,,,,,,,,,,,
VIAwesome,73,,,,,,,,,,,,,,,,,,
Vicky2807,28,,,,,,,,,,,,,,,,,,
victoriacana,42,,,,,,,,,,,,,,,,,,
videoguys,51,,,,,,,,,,,,,,,,,,
vingar,5,,,,,,,,,,,,,,,,,,
virgilvox,53,,,,,,,,,,,,,,,,,,
virtadpt,57,,,,,,,,,,,,,,,,,,
VirtueTarot,14,,,,,,,,,,,,,,,,,,
vitamind64,33,,,,,,,,,,,,,,,,,,
VitaminDPayne,31,,,,,,,,,,,,,,,,,,
VizWorld,53,,,,,,,,,,,,,,,,,,
von_randgriz,19,,,,,,,,,,,,,,,,,,
vortalifer,35,,,,,,,,,,,,,,,,,,
VorthosMike,66,,,,,,,,,,,,,,,,,,
VRnerds,45,,,,,,,,,,,,,,,,,,
warriorsoulgear,41,,,,,,,,,,,,,,,,,,
WarsiVOK,44,,,,,,,,,,,,,,,,,,
WashThompson3,49,,,,,,,,,,,,,,,,,,
wattevans,46,,,,,,,,,,,,,,,,,,
wccftechdotcom,73,,,,,,,,,,,,,,,,,,
WealthyAardvark,51,,,,,,,,,,,,,,,,,,
werdcom,26,,,,,,,,,,,,,,,,,,
Westlancsbc,51,,,,,,,,,,,,,,,,,,
whatseplaying,61,,,,,,,,,,,,,,,,,,
whichrich,40,,,,,,,,,,,,,,,,,,
WhimSicALLusH,53,,,,,,,,,,,,,,,,,,
WildCottage,60,,,,,,,,,,,,,,,,,,
WillCHogan3,31,,,,,,,,,,,,,,,,,,
WilliamJKenney,65,,,,,,,,,,,,,,,,,,
winning_mark,51,,,,,,,,,,,,,,,,,,
wnt_news,62,,,,,,,,,,,,,,,,,,
wolfgang8741,41,,,,,,,,,,,,,,,,,,
WoodMarketing,48,,,,,,,,,,,,,,,,,,
WoodsEdward,46,,,,,,,,,,,,,,,,,,
WootingKB,42,,,,,,,,,,,,,,,,,,
wordhabit,23,,,,,,,,,,,,,,,,,,
WorldAnvil,46,,,,,,,,,,,,,,,,,,
WorldAReggae,42,,,,,,,,,,,,,,,,,,
worldwidepr,17,,,,,,,,,,,,,,,,,,
WorstDM,56,,,,,,,,,,,,,,,,,,
WoWChallenges,54,,,,,,,,,,,,,,,,,,
Wreck_and_Ruin,47,,,,,,,,,,,,,,,,,,
wristreview,47,,,,,,,,,,,,,,,,,,
WVUFLU,49,,,,,,,,,,,,,,,,,,
ww_review,40,,,,,,,,,,,,,,,,,,
x_walter,61,,,,,,,,,,,,,,,,,,
Xenozoicphiles,51,,,,,,,,,,,,,,,,,,
XGuoforWaterloo,29,,,,,,,,,,,,,,,,,,
XianMind,58,,,,,,,,,,,,,,,,,,
Xristfer,59,,,,,,,,,,,,,,,,,,
YigitBekir,44,,,,,,,,,,,,,,,,,,
yirehbusiness,40,,,,,,,,,,,,,,,,,,
YogiJennie,31,,,,,,,,,,,,,,,,,,
yonatanzunger,80,,,,,,,,,,,,,,,,,,
YoungAntiqueman,30,,,,,,,,,,,,,,,,,,
YstlDystl,14,,,,,,,,,,,,,,,,,,
Yugblad,55,,,,,,,,,,,,,,,,,,
Zakoholic,46,,,,,,,,,,,,,,,,,,
Zapatrax,57,,,,,,,,,,,,,,,,,,
Zengar,65,,,,,,,,,,,,,,,,,,
ZenitKensei,32,,,,,,,,,,,,,,,,,,
ZeronisART,73,,,,,,,,,,,,,,,,,,
zincronicity,41,,,,,,,,,,,,,,,,,,
ZombieExaminer,48,,,,,,,,,,,,,,,,,,
zombiegirl1385,34,,,,,,,,,,,,,,,,,,
zr6lu,19,,,,,,,,,,,,,,,,,,
zrosettastoned,38,,,,,,,,,,,,,,,,,,
