screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influencial
jamesburk,3739,347,101,308,650,23,0.0928,0.0227,0.0182,19,0.6445,0.724,935560,2823.6358,3172.0065,114.7572,12.3319,2.0764,0.42,0.03,0.79,0.6156,1
kmnei,2020,351,69,11394,3167,161,0.1738,11.1609,0.0198,84,5.2991,0.1632,286,6.6581,0.2051,114.245,23.4138,1.6515,0.38,0.36,0.72,0.6011,1
RAHistorical,1545,355,147,99,138,2,0.2298,0.0201,0.0045,7,0.1662,0.596,322,1.5268,5.4747,95.7239,14.6102,1.15,0.06,0.02,0.95,0.1014,0
sjoerdpitstra,2942,429,100,269,617,41,0.1458,0.0085,0.0306,16,0.2238,0.3569,1943,32.2844,51.487,94.0117,9.1922,1.4696,0.42,0.19,0.6,0.2634,0
diyodemag,489,439,156,517,11,8,0.8978,0.4908,0.0082,32,1.1777,1,37,0.4989,0.4236,112.1116,39.9495,2.2,0.03,0.12,0.72,0.221,0
angelaefox,903,489,140,472,435,16,0.5415,0.5703,0.258,14,2.3996,2.4809,13200,63.6025,65.7585,127.0082,35.7862,1.5603,0.71,0.1,0.59,0.8115,1
SurfTraceFree,537,635,86,198,85,2,1.1825,0.0633,0.0596,5,0.1912,0.6111,4595,15.1738,48.5101,119.8752,8.0178,1.8198,0.61,0.06,0.77,0.1374,0
FridgeSmarter,265,660,69,270,595,4,2.4906,0.7245,0.8755,11,0.3232,0.7889,24121,46.7314,114.0593,117.9256,22.2697,2.1297,0.61,0.36,0.75,0.4385,0
leilabrownleila,758,675,132,52,142,0,0.8905,1.0633,0.1504,30,0.3896,5.0577,58333,165.397,2146.9808,92.0356,11.6526,1.5955,0.26,0.15,0.44,0.2459,0
chillsunfire,1393,696,86,138,271,0,0.4996,3.2448,0.079,27,0.6043,3.0435,201167,742.5151,3739.4783,108.3626,24.6858,1.7731,0.34,0.05,0.51,0.2187,0
rideupgrades,1165,711,61,162,726,3,0.6103,5.5056,0.2618,21,0.4231,1.8519,5865,66.1269,289.4074,108.6276,16.0122,1.3567,0.22,0.14,0.56,0.4894,0
Fret_Zealot,588,874,78,1174,1244,37,1.4864,27.0357,0.3486,59,0.9897,0.7334,457,4.0253,2.983,121.069,27.5281,1.9628,0.4,0.06,0.77,0.4494,0
ChambonSophie,2417,1088,153,369,108,77,0.4501,0.3049,0.0935,25,1.494,4.0488,484,6.14,16.6396,128.416,14.0409,2.0128,0.7,0.09,0.64,0.645,1
AudiFreehold,1261,1107,0,787,1672,4,0.8779,0.0706,0.0111,13,0.335,0.4257,178,0.505,0.6417,112.955,24.3033,1.3797,0.58,0.7,0.85,0.106,0
